queryID,n_prune_user,n_result_user,n_refine_user,ip_cost,io_cost,total_time,memory_index_time,io_time
       956,   2511503,        87,        20,  10696470,         0,      0.10,      0.05,      0.00
       957,   2511508,        99,         3,   3739339,         0,      0.07,      0.05,      0.00
       958,   2511510,       100,         0,   2511610,         0,      0.06,      0.05,      0.00
       959,   2511509,        97,         4,   4148582,         0,      0.08,      0.06,      0.00
       960,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       961,   2511509,        99,         2,   3330096,         0,      0.08,      0.06,      0.00
       962,   2511508,        96,         6,   4967068,         0,      0.08,      0.06,      0.00
       963,   2511200,         9,       401, 166618053,         0,      0.55,      0.05,      0.00
       964,   2511509,        96,         5,   4557825,         0,      0.15,      0.08,      0.00
       965,   2511510,       100,         0,   2511610,         0,      0.07,      0.05,      0.00
       966,   2511492,        96,        22,  11514956,         0,      0.12,      0.07,      0.00
       967,   2509668,        81,      1861, 764112833,         0,      2.27,      0.05,      0.00
       968,   2511508,        99,         3,   3739339,         0,      0.08,      0.06,      0.00
       969,   2511509,        98,         3,   3739339,         0,      0.08,      0.06,      0.00
       970,   2511509,        99,         2,   3330096,         0,      0.08,      0.06,      0.00
       971,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       972,   2511510,       100,         0,   2511610,         0,      0.06,      0.05,      0.00
       973,   2511510,       100,         0,   2511610,         0,      0.08,      0.06,      0.00
       974,   2510926,        29,       655, 270565775,         0,      0.85,      0.05,      0.00
       975,   2511500,        69,        41,  19290573,         0,      0.12,      0.05,      0.00
       976,   2511508,        98,         4,   4148582,         0,      0.08,      0.06,      0.00
       977,   2510303,        53,      1254, 515702332,         0,      1.56,      0.05,      0.00
       978,   2511510,       100,         0,   2511610,         0,      0.08,      0.07,      0.00
       979,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       980,   2511503,        99,         8,   5785554,         0,      0.08,      0.05,      0.00
       981,   2511510,       100,         0,   2511610,         0,      0.08,      0.06,      0.00
       982,   2511510,       100,         0,   2511610,         0,      0.07,      0.05,      0.00
       983,   2511506,        94,        10,   6604040,         0,      0.13,      0.07,      0.00
       984,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       985,   2511346,        13,       251, 105231603,         0,      0.37,      0.05,      0.00
       986,   2510896,        29,       685, 282843065,         0,      0.88,      0.04,      0.00
       987,   2511501,        99,        10,   6604040,         0,      0.10,      0.07,      0.00
       988,   2511508,        99,         3,   3739339,         0,      0.08,      0.06,      0.00
       989,   2511510,       100,         0,   2511610,         0,      0.07,      0.05,      0.00
       990,   2511504,        98,         8,   5785554,         0,      0.09,      0.06,      0.00
       991,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       992,   2511493,        91,        26,  13151928,         0,      0.11,      0.06,      0.00
       993,   2511509,        99,         2,   3330096,         0,      0.08,      0.06,      0.00
       994,   2511509,        99,         2,   3330096,         0,      0.07,      0.05,      0.00
       995,   2511376,         8,       226,  95000528,         0,      0.34,      0.05,      0.00
       996,   2511509,        97,         4,   4148582,         0,      0.08,      0.06,      0.00
       997,   2511510,       100,         0,   2511610,         0,      0.07,      0.06,      0.00
       998,   2511510,       100,         0,   2511610,         0,      0.06,      0.05,      0.00
       999,   2509398,        68,      2144, 879928602,         0,      2.63,      0.05,      0.00
