queryID,n_prune_user,n_result_user,n_refine_user,ip_cost,io_cost,total_time,memory_index_time,io_time
       876,   2189356,        99,         2,   2508627,         0,      0.18,      0.11,      0.00
       877,   2189354,        99,         4,   2827797,         0,      0.22,      0.11,      0.00
       878,   2189357,       100,         0,   2189457,         0,      0.13,      0.10,      0.00
       879,   2189352,        97,         8,   3466137,         0,      0.35,      0.12,      0.00
       880,   2189350,        94,        13,   4264062,         0,      0.47,      0.11,      0.00
       881,   2189357,       100,         0,   2189457,         0,      0.13,      0.10,      0.00
       882,   2189357,       100,         0,   2189457,         0,      0.14,      0.11,      0.00
       883,   2189312,         1,       144,  25169697,         0,      3.76,      0.12,      0.00
       884,   2189353,        98,         6,   3146967,         0,      0.28,      0.11,      0.00
       885,   2189350,        96,        11,   3944892,         0,      0.42,      0.12,      0.00
       886,   2189326,        79,        52,  10487877,         0,      1.49,      0.12,      0.00
       887,   2189292,        68,        97,  17669202,         0,      2.48,      0.13,      0.00
       888,   2189338,        97,        22,   5700327,         0,      0.70,      0.12,      0.00
       889,   2189351,        63,        43,   9051612,         0,      1.28,      0.13,      0.00
       890,   2189353,        62,        42,   8892027,         0,      1.19,      0.12,      0.00
       891,   2189264,        94,        99,  17988372,         0,      2.56,      0.13,      0.00
       892,   2189357,       100,         0,   2189457,         0,      0.13,      0.10,      0.00
       893,   2189357,       100,         0,   2189457,         0,      0.15,      0.12,      0.00
       894,   2189345,        78,        34,   7615347,         0,      0.99,      0.13,      0.00
       895,   2189355,        96,         6,   3146967,         0,      0.29,      0.12,      0.00
       896,   2189342,        64,        51,  10328292,         0,      1.38,      0.12,      0.00
       897,   2189347,        98,        12,   4104477,         0,      0.43,      0.12,      0.00
       898,   2189356,        99,         2,   2508627,         0,      0.19,      0.12,      0.00
       899,   2189353,        86,        18,   5061987,         0,      0.57,      0.12,      0.00
       900,   2189354,        99,         4,   2827797,         0,      0.24,      0.12,      0.00
       901,   2189357,       100,         0,   2189457,         0,      0.15,      0.12,      0.00
       902,   2189357,       100,         0,   2189457,         0,      0.14,      0.12,      0.00
       903,   2189324,        79,        54,  10807047,         0,      1.50,      0.12,      0.00
       904,   2189355,        99,         3,   2668212,         0,      0.21,      0.12,      0.00
       905,   2189304,        88,        65,  12562482,         0,      1.76,      0.11,      0.00
